title	commentCount	dislikeCount	likeCount	music_style	performer	viewCount	commentators_uniq	comments_obscene_cnt	video_age
Маравихер (Live)	0.0	1.0	3.0	shanson	михаил_круг	1449.0			1070
Маракасы	0.0	0.0	3.0	estrada	ваенга	2503.0			2868
Маргарет	0.0	3.0	15.0	indi	электрофорез	724.0			377
Марина Гутниченко		13.0	38.0	popsa	макsим	804.0			1349
Мария	0.0	1.0	54.0	rock	король_и_шут	5614.0	1.0	0.0	207
Мария Вэй в шоке! / Регина Тодоренко использует меня / Закопали клад	853.0	309.0	17579.0	popsa	кока	691741.0	418.0	3.0	661
"Мария Зайцева    ""I BELONG TO YOU""   cover"	1.0	1.0	30.0	popsa	2маши	3040.0	1.0	0.0	1404
"Мария Зайцева  ""Теряю Голову"""	8.0	2.0	94.0	popsa	2маши	7593.0	6.0	0.0	1290
"Мария Зайцева ""Down on my knees """	2.0	1.0	45.0	popsa	2маши	1902.0	2.0	0.0	1404
"Мария Зайцева ""Листья летят"" репетиция"	3.0	1.0	33.0	popsa	2маши	1831.0	2.0	0.0	1291
"Мария Зайцева ""Листья летят""(Романтика Романса)"	3.0	1.0	56.0	popsa	2маши	5005.0	2.0	0.0	1228
"Мария Зайцева ""Ты не моё"""	58.0	63.0	1767.0	popsa	2маши	207721.0	41.0	1.0	1547
"Мария Зайцева и Георгий Юфа ""Beauty and the beast""   ""ГОЛОС"""	4.0	3.0	73.0	popsa	2маши	11460.0	3.0	0.0	1459
Мария Мальцева		11.0	234.0	popsa	макsим	4853.0			1344
Мария Савельева		24.0	7.0	popsa	макsим	496.0			1348
Марк, Матфей, Иоанн и Лука	0.0	0.0	9.0	estrada	газманов	825.0			288
МаркТишман приглашает БлагЗабег	0.0	0.0	3.0	popsa	темникова	126.0			1654
Маррадер из ПОРТ(812) приглашает 8 марта в YOTASPACE!	0.0	3.0	37.0	rock	тараканы	1338.0			1140
Марш высотников	0.0	0.0	2.0	estrada	газманов	398.0			1435
Марш дорожников	0.0	0.0	11.0	estrada	газманов	1305.0			297
Маска	0.0	25.0	240.0	rock	король_и_шут	22370.0			207
Маски	0.0	2.0	27.0	rock	louna	3121.0			266
Мастер ШЕFF feat. М. Шуфутинский - Бабы последнее дело	64.0	70.0	817.0	shanson	шуфутинский	135291.0	40.0	2.0	2353
Мастер-киллер	0.0	1.0	4.0	rock	кукрыниксы	754.0			378
Мастер-класс Сергея Захарова и Ивана Изотова [Часть 1]	2.0	1.0	21.0	rock	король_и_шут	4880.0	2.0	0.0	3054
Мастер-класс Сергея Захарова и Ивана Изотова [Часть 2]	2.0	3.0	31.0	rock	король_и_шут	7967.0	2.0	0.0	3054
Мастер-класс от Дианы Арбениной	6.0	7.0	147.0	rock	арбенина	10270.0	5.0	0.0	1352
Масштаб	0.0	20.0	160.0	rock	ленинград	19282.0			752
Мат	1.0	9.0	93.0	rock	ленинград	14204.0	1.0	0.0	598
Матерый волк	1.0	29.0	239.0	rock	король_и_шут	21378.0			207
Матросская Тишина - Жека	0.0	1.0	19.0	shanson	жека	4269.0			1615
Матросы	0.0	0.0	4.0	rock	ленинград	912.0			1498
Мать-Россия прости	0.0	21.0	71.0	shanson	бутырка	7024.0			67
Мать-россия прости	0.0	3.0	11.0	shanson	бутырка	1763.0			355
Мачи	2.0	0.0	17.0	rock	ленинград	1456.0	1.0	0.0	1498
Машина Смерти	6.0	190.0	909.0	rock	ария	50121.0	2.0	0.0	292
Машина Смерти (Ария Ловетт и Мясника)	0.0	9.0	80.0	rock	король_и_шут	12408.0			288
Машина Чичериной столкнулась с бензовозом в Тибете!	17.0	15.0	46.0	rock	чичерина	27988.0	15.0	1.0	2716
Машины	0.0	1.0	13.0	indi	cбпч	1668.0			347
Маэстро	0.0	8.0	52.0	estrada	пугачёва	2073.0			295
Маяковский: Облако в штанах: Железное горло звонка #17	163.0	31.0	2475.0	rock	план ломоносова	152883.0	110.0	3.0	1022
Маяковский: Облако в штанах: Золотые россыпи #7 ( клип)	40.0	9.0	495.0	rock	план ломоносова	20011.0	24.0	2.0	647
Маяковский: Облако в штанах: Миров приводные ремни #8	29.0	14.0	537.0	rock	план ломоносова	49428.0	19.0	1.0	1037
Маяковский: Облако в штанах: Невероятная качка #12	84.0	14.0	1224.0	rock	план ломоносова	74934.0	54.0	1.0	961
Маяковский: Облако в штанах: Обеспокоенные мыслью #11	9.0	10.0	189.0	rock	план ломоносова	9407.0	6.0	0.0	854
Медленно - Елена Темникова (Official Audio, Премьера 2018)	99.0	109.0	2521.0	popsa	темникова	191659.0	78.0	1.0	384
Медляк	0.0	65.0	167.0	indi	буерак	9122.0			279
Медляк (Remastered)	0.0	1.0	6.0	indi	буерак	1018.0			251
Мейкап за $25 000/Остаюсь в США?/Звезды хотят меня	1006.0	178.0	12707.0	popsa	кока	192228.0	764.0	3.0	378
Мелисса / Моя сука	8.0	40.0	343.0	rap	pharaon	30434.0	3.0	0.0	614
Мелкие черепки	1.0	6.0	74.0	rap	noizemc	9754.0	1.0	0.0	287
Мелочи жизни	0.0	11.0	64.0	popsa	гагарина	9583.0			365
Мельбурн - Сидней. Как это было: Снайперский десант 2019	7.0	0.0	183.0	rock	арбенина	2815.0			25
Меня встречают лагеря	0.0	0.0	1.0	shanson	бутырка	115.0			262
Меня встречают лагеря	0.0	1.0	19.0	shanson	бутырка	1909.0			267
Меня встречают лагеря (Live)	0.0	0.0	1.0	shanson	бутырка	27.0			270
Меня встречают лагеря (Live)	0.0	0.0	0.0	shanson	бутырка	27.0			272
Меня встречают лагеря (Live)	0.0	1.0	5.0	shanson	бутырка	874.0			1070
Меня зовут Шнур	4.0	24.0	256.0	rock	ленинград	16068.0	3.0	1.0	1498
Меня похитил Гусейн / Срыв концерта / Крушение воздушного шара	678.0	164.0	10093.0	popsa	кока	220362.0	433.0	9.0	503
Меня преследуют! ВК Фест и секретная вечеринка блогеров. Почему я провожу День Рождения в лесу?	874.0	169.0	16532.0	popsa	кока	307559.0	676.0	5.0	595
Мерседес S666 (Дорогу колеснице)	905.0	189.0	14251.0	rap	noizemc	960713.0	563.0	87.0	3301
Мертвый город Рождество (Рожденный в СССР)	0.0	4.0	137.0	rock	ддт	5163.0			917
Мертвый человек (Галя ходи)	2.0	5.0	26.0	rock	ддт	3150.0	2.0	0.0	279
Месяц	1.0	3.0	25.0	rock	агата_кристи	2289.0			304
Метель (Мир номер ноль)	1.0	110.0	871.0	rock	ддт	41326.0			917
Метеорит	0.0	1.0	25.0	shanson	бутырка	2192.0			267
Метеорит	0.0	0.0	22.0	shanson	бутырка	2070.0			267
Метеорит (Live)	0.0	0.0	0.0	shanson	бутырка	101.0			1070
Метеоры, кометы, болиды	0.0	1.0	6.0	indi	cбпч	306.0			1243
Метро (мама)	0.0	0.0	0.0	rock	несчастный_случай	122.0			295
Механик (Live)	0.0	0.0	1.0	indi	алоэ_вера	158.0			265
Механик (совместно с Патрик Кэш)	0.0	0.0	11.0	indi	алоэ_вера	580.0			1490
Мечта	0.0	0.0	4.0	estrada	газманов	409.0			869
Мечта о замужестве	0.0	0.0	0.0	shanson	михаил_круг	350.0			207
Мечты	0.0	4.0	39.0	popsa	iowa	4949.0	1.0	0.0	379
Мечты	1.0	35.0	188.0	rock	ария	12310.0	1.0	0.0	292
Мизрах Игорь  -  Бум бум	0.0	7.0	33.0	shanson	шуфутинский	3222.0			1034
Микроскоп	0.0	0.0	0.0	rock	несчастный_случай	137.0			295
"Микс артистов ПЦ В. Дробыша (Юбилейный концерт Валерии ""К солнцу"", Crocus City Hall, 2018)"	23.0			estrada	валерия	37473.0	22.0	0.0	188
Милена Зарипова		32.0	548.0	popsa	макsим	12786.0			1344
Миленький ты мой	0.0	1.0	8.0	rock	гребенщиков	618.0			1374
Миллениум	0.0	0.0	1.0	estrada	пугачёва	245.0			58
Миллиард	0.0	1.0	1.0	indi	cбпч	73.0			1243
Миллион Алых Роз(ремикс М.Шуфутинский) - изп. Борислав Недев	1.0	0.0	39.0	shanson	шуфутинский	6088.0	1.0	0.0	620
Миллион алых роз	1.0	12.0	157.0	estrada	пугачёва	6165.0			274
Миллион алых роз	0.0	0.0	5.0	estrada	пугачёва	137.0			295
Миллион алых роз	3.0	208.0	847.0	estrada	пугачёва	43430.0			303
Миллион алых роз	0.0	2.0	39.0	estrada	пугачёва	1956.0			304
Миллион алых роз	1.0	9.0	48.0	estrada	пугачёва	2435.0			1589
Миллион алых роз	0.0	10.0	41.0	rock	ленинград	4260.0			1497
Миллион голосов	0.0	104.0	328.0	popsa	гагарина	20678.0			287
Милые алые зори	0.0	1.0	4.0	estrada	газманов	695.0			869
Милый мой город	0.0	1.0	12.0	shanson	михаил_круг	2428.0			267
Милый мой город (feat. Попутчик) (Version 2003)	0.0	2.0	7.0	shanson	михаил_круг	1702.0			267
Мимикрия	0.0	1.0	7.0	rock	гражданская_оборона	869.0			147
Мимикрия	0.0	0.0	18.0	rock	летов	1813.0			490
Мимикрия (Live)	0.0	0.0	1.0	rock	летов	200.0			490
Мимоходом	0.0	0.0	7.0	estrada	пугачёва	289.0			405
Минає День (1984)	0.0	1.0	12.0	estrada	ротару	632.0			1351
"Мини-фильм ""Мерседес 777"""	309.0	104.0	3300.0	rap	noizemc	202810.0	251.0	41.0	3079
Минимал	2.0	31.0	128.0	rap	грибы	19146.0	2.0	0.0	848
Минимал	0.0	1.0	10.0	indi	rsac	571.0	2.0	0.0	1107
Минск (Backstage) - TEMNIKOVA TOUR 17/18 (Елена Темникова)	6.0	15.0	163.0	popsa	темникова	9807.0	4.0	0.0	473
Минск (Выступление) -  TEMNIKOVA TOUR 17/18 (Елена Темникова)	17.0	11.0	413.0	popsa	темникова	16757.0	13.0	0.0	473
Минск, 05 мая 2012	12.0	3.0	54.0	rock	ария	2807.0	8.0	0.0	2503
Минута славы (Елена Ваенга) 11.09.11.	5.0	3.0	73.0	estrada	ваенга	11547.0	5.0	0.0	2664
Мир	0.0	0.0	6.0	popsa	билан	740.0			154
Мир Раскололся На  2 Части	15.0	6.0	465.0	popsa	2маши	20724.0	16.0	0.0	1105
Мир Тимати на Russia.ru:  Dj Dlee R.I.P.	12.0	12.0	95.0	rap	тимати	39111.0	11.0	2.0	3525
Мир Тимати на Russia.ru:  Как Тимати делает это...	41.0	94.0	127.0	rap	тимати	68901.0	37.0	10.0	3500
Мир Тимати на Russia.ru: Мистер Вселенная	300.0	594.0	387.0	rap	тимати	293278.0	209.0	56.0	3516
Мир Тимати на Russia.ru: Самые сексуальные одноклассницы.	7.0	6.0	44.0	rap	тимати	10362.0	6.0	0.0	3541
Мир Тимати на Russia.ru: Тимати и мокрые девочки.	66.0	139.0	347.0	rap	тимати	240920.0	60.0	10.0	3537
Мир Тимати на Russia.ru: Уроки самообороны.				rap	тимати	341492.0			3514
Мир полон войны	0.0	43.0	204.0	indi	мальбэк	12252.0			518
Мир. Би-2. Май!	22.0	27.0	627.0	rock	би_2	15129.0	20.0	0.0	682
Мириам Дихтер - Dark Владимирский Централ 2010	2.0	0.0	1.0	shanson	михаил_круг	420.0	1.0	0.0	1742
Мировой успех Тимати. МУЗ-ТВ Pro - обзор.	15.0	99.0	174.0	rap	тимати	116419.0	14.0	3.0	2808
Миром правит любовь	11.0	126.0	552.0	popsa	бузова	31256.0	6.0	0.0	119
Мисс Россия	0.0	0.0	2.0	indi	рыцарные_рыцари	32.0			367
Мистер твёрдый рассудок	0.0	0.0	0.0	indi	рыцарные_рыцари	10.0			367
Михаил   Шуфутинский -  Ямщик	0.0	0.0	3.0	shanson	шуфутинский	133.0			62
Михаил «Горшок» Горшенёв о войне (Дневники TVJAM)	32.0	6.0	453.0	rock	король_и_шут	63081.0	23.0	1.0	2871
Михаил «Горшок» Горшенёв о жизни рокеров (Дневники TVJAM)	33.0	12.0	615.0	rock	король_и_шут	88600.0	28.0	2.0	2871
Михаил «Горшок» Горшенёв о звучании (Дневники TVJAM)	15.0	8.0	361.0	rock	король_и_шут	53620.0	15.0	1.0	2871
Михаил «Горшок» Горшенёв о мьюзкле (Дневники TVJAM)	14.0	3.0	351.0	rock	король_и_шут	44012.0	13.0	1.0	2871
Михаил «Горшок» Горшенёв о панк-культуре (Дневники TVJAM)	25.0	8.0	437.0	rock	король_и_шут	73866.0	15.0	2.0	2871
Михаил «Горшок» Горшенёв о революции (Дневники TVJAM)	28.0	9.0	385.0	rock	король_и_шут	55009.0	16.0	0.0	2871
Михаил «Горшок» Горшенёв о религии (Дневники TVJAM)	221.0	105.0	1574.0	rock	король_и_шут	137781.0	112.0	5.0	2871
Михаил «Горшок» Горшенёв об unplugged (Дневники TVJAM)	11.0	0.0	209.0	rock	король_и_шут	33197.0	11.0	0.0	2871
Михаил «Горшок» Горшенёв об обществе (Дневники TVJAM)	49.0	8.0	619.0	rock	король_и_шут	73749.0	36.0	3.0	2871
Михаил Блат	8.0	9.0	113.0	shanson	дюмин	38614.0	8.0	0.0	2280
Михаил Горшенёв («Горшок») в студии НАШЕго Радио	413.0	107.0	5697.0	rock	король_и_шут	428524.0	268.0	8.0	2887
Михаил Горшенёв о классической музыке (Дневники TVJAM)	235.0	65.0	1984.0	rock	король_и_шут	181199.0	148.0	28.0	2871
Михаил Горшенёв приглашает на «НАШЕСТВИЕ-2012»	25.0	7.0	501.0	rock	король_и_шут	56126.0	17.0	2.0	2445
Михаил Жуков - Зая @ Crocus City Hall, 2017	38.0	63.0	901.0	popsa	руки_вверх	99445.0	27.0	0.0	421
Михаил Жуков - Ты мое море @ Crocus City Hall, 2017	19.0	11.0	215.0	popsa	руки_вверх	23994.0	12.0	0.0	421
Михаил КРУГ -  Девочка-пай	884.0	1712.0	15757.0	shanson	михаил_круг	5646215.0			1490
"Михаил КРУГ - ""Две судьбы"" (Audio)"	1.0	3.0	29.0	shanson	михаил_круг	11744.0	1.0	0.0	2242
"Михаил КРУГ - ""Магадан"" (Audio)"	5.0	20.0	271.0	shanson	михаил_круг	165458.0	5.0	0.0	2242
"Михаил КРУГ - ""Свобода"" (Audio)"	1.0	1.0	46.0	shanson	михаил_круг	14282.0	1.0	0.0	2242
"Михаил КРУГ - ""Только для тебя"" (Audio)"	2.0	7.0	69.0	shanson	михаил_круг	17388.0	2.0	0.0	2242
Михаил КРУГ - Белый снег (Audio)	4.0	2.0	50.0	shanson	михаил_круг	15072.0	4.0	0.0	2240
Михаил КРУГ - Владимирский централ (Альбом)	4.0	22.0	181.0	shanson	михаил_круг	71467.0	4.0	0.0	1676
Михаил КРУГ - День как день [Official Video] HD/1994	14.0	19.0	645.0	shanson	михаил_круг	48598.0	12.0	0.0	140
Михаил КРУГ - Каторжанская цыганочка (Audio)	7.0	11.0	127.0	shanson	михаил_круг	45804.0	6.0	0.0	2240
Михаил КРУГ - Когда с тобой мы встретились (Audio)	7.0	12.0	143.0	shanson	михаил_круг	39262.0	4.0	0.0	2240
Михаил КРУГ - Красные карманы 2 (Audio)	3.0	5.0	78.0	shanson	михаил_круг	25797.0	3.0	0.0	2240
Михаил КРУГ - Купола (Audio)	4.0	16.0	192.0	shanson	михаил_круг	60040.0	2.0	0.0	2240
Михаил КРУГ - Лебеди (Audio)	6.0	17.0	201.0	shanson	михаил_круг	64237.0	5.0	0.0	2240
Михаил КРУГ - Мышка (Audio)	2.0	4.0	77.0	shanson	михаил_круг	28275.0	2.0	0.0	2240
Михаил КРУГ - ПРИХОДИТЕ В МОЙ ДОМ /ВИДЕОКЛИП/	1062.0	3063.0	25913.0	shanson	михаил_круг	11039014.0	661.0	15.0	2701
Михаил КРУГ - Постой душа (Audio)	10.0	13.0	236.0	shanson	михаил_круг	80344.0	7.0	0.0	2240
